,rallyid,frameid,strokeid,hitter,receiver,isserve,serve,type,stroke,hitter_x,hitter_y,receiver_x,receiver_y,time
508,120,175895,3,Nadal,Djokovic,False,first,topspin,backhand,1.8,21.96,7.45,-1.1,4200.72
509,120,175933,4,Djokovic,Nadal,False,first,slice,backhand,2.84,-0.08,3.6,24.11,4202.240000000001
510,120,175975,5,Nadal,Djokovic,False,first,topspin,forehand,0.56,24.33,5.06,-1.68,4203.92
511,120,176006,6,Djokovic,Nadal,False,first,topspin,backhand,4.2,-1.59,1.92,24.0,4205.16
512,120,176037,7,Nadal,Djokovic,False,first,topspin,forehand,6.75,25.14,4.4,-1.65,4206.399999999
513,120,176074,8,Djokovic,Nadal,False,first,topspin,backhand,1.19,0.19,6.88,25.49,4207.88
514,120,176103,9,Nadal,Djokovic,False,first,slice,backhand,3.25,25.73,2.82,-0.39,4209.04
515,120,176153,10,Djokovic,Nadal,False,first,topspin,forehand,5.98,0.36,3.6,26.69,4211.04
516,120,176192,11,Nadal,Djokovic,False,first,topspin,backhand,-1.23,25.14,5.99,-0.55,4212.6
517,120,176222,12,Djokovic,Nadal,False,first,topspin,forehand,8.82,-0.05,-1.7,24.79,4213.8
518,120,176259,13,Nadal,Djokovic,False,first,slice,forehand,5.4,27.95,6.47,0.19,4215.279999999
519,120,176317,14,Djokovic,Nadal,False,first,topspin,forehand,2.75,0.26,5.56,27.7,4217.6
520,121,177164,1,Nadal,Djokovic,True,first,serve,forehand,6.14,24.33,1.32,-0.97,4251.479999999
521,122,177753,1,Nadal,__undefined__,True,first,serve,forehand,5.91,24.0,1.13,-0.84,4275.04
522,122,177772,2,Djokovic,Nadal,False,first,return,forehand,3.76,-0.32,5.19,22.37,4275.8
523,122,177815,3,Nadal,Djokovic,False,first,topspin,forehand,6.17,25.26,4.69,-1.5,4277.52
524,122,177847,4,Djokovic,Nadal,False,first,topspin,backhand,1.84,-0.19,6.16,25.73,4278.8
525,122,177878,5,Nadal,Djokovic,False,first,topspin,backhand,3.5,25.84,3.67,-0.08,4280.04
526,122,177911,6,Djokovic,Nadal,False,first,topspin,backhand,4.18,0.57,4.18,26.21,4281.359999999
527,122,177943,7,Nadal,Djokovic,False,first,topspin,backhand,3.08,26.82,5.19,0.15,4282.64
528,122,177974,8,Djokovic,Nadal,False,first,topspin,forehand,8.53,0.5,3.43,27.07,4283.88
529,123,178778,1,Nadal,Djokovic,True,first,serve,forehand,3.91,23.01,8.32,-2.73,4316.04
530,123,178798,2,Djokovic,Nadal,False,first,return,backhand,6.49,-1.92,3.48,20.94,4316.84
531,123,178835,3,Nadal,Djokovic,False,first,topspin,backhand,1.36,20.94,5.89,-2.39,4318.319999999
532,123,178861,4,Djokovic,Nadal,False,first,topspin,backhand,2.93,-2.36,2.65,22.06,4319.359999999
533,123,178890,5,Nadal,Djokovic,False,first,topspin,forehand,7.17,23.55,3.16,-2.39,4320.52
534,123,178925,6,Djokovic,Nadal,False,first,topspin,backhand,1.72,-0.12,7.25,24.56,4321.92
535,123,178950,7,Nadal,Djokovic,False,first,topspin,backhand,3.65,23.89,2.73,0.09,4322.92
536,124,182677,1,Djokovic,Nadal,True,first,serve,forehand,3.82,18.58,9.04,-2.01,4472.0
537,125,182945,1,Djokovic,Nadal,True,second,serve,forehand,3.64,21.85,8.99,-1.47,4482.72
538,125,182968,2,Nadal,Djokovic,False,second,return,forehand,7.26,-0.71,3.98,20.74,4483.64
539,125,182992,3,Djokovic,Nadal,False,second,topspin,forehand,3.29,22.17,6.17,-1.13,4484.6
540,126,183504,1,Djokovic,Nadal,True,first,serve,forehand,5.38,25.14,2.08,-0.12,4505.08
541,127,183917,1,Djokovic,Nadal,True,first,serve,forehand,3.06,24.33,9.15,-1.77,4521.6
542,128,184377,1,Djokovic,Nadal,True,first,serve,forehand,5.22,26.09,1.8,-0.97,4540.0
543,129,191954,1,Nadal,Djokovic,True,first,serve,forehand,5.48,-0.02,1.19,27.32,4843.08
544,130,192292,1,Nadal,Djokovic,True,second,serve,forehand,5.4,-0.15,1.18,24.68,4856.6
545,130,192315,2,Djokovic,Nadal,False,second,return,backhand,4.39,25.02,5.66,0.89,4857.52
546,130,192354,3,Nadal,Djokovic,False,second,topspin,forehand,8.67,1.52,4.93,25.14,4859.08
547,130,192378,4,Djokovic,Nadal,False,second,topspin,backhand,6.77,24.45,8.36,1.33,4860.04
548,130,192405,5,Nadal,Djokovic,False,second,slice,backhand,7.82,0.33,5.77,24.33,4861.12
549,130,192447,6,Djokovic,Nadal,False,second,stop,backhand,6.52,20.45,5.42,-1.44,4862.8
550,130,192495,7,Nadal,Djokovic,False,second,slice,backhand,8.36,5.99,6.0,16.84,4864.72
551,131,193370,1,Nadal,Djokovic,True,first,serve,forehand,4.05,-0.45,8.56,25.02,4899.72
552,131,193389,2,Djokovic,Nadal,False,first,return,backhand,9.43,24.56,4.68,1.0,4900.4800000000005
553,131,193415,3,Nadal,Djokovic,False,first,topspin,forehand,3.32,0.4,7.93,23.89,4901.52
554,131,193446,4,Djokovic,Nadal,False,first,topspin,forehand,6.2,24.68,4.15,-2.45,4902.76
555,131,193478,5,Nadal,Djokovic,False,first,topspin,forehand,2.33,-1.1,6.03,25.26,4904.04
556,131,193509,6,Djokovic,Nadal,False,first,topspin,forehand,4.02,25.02,4.3,-1.32,4905.280000000001
557,131,193538,7,Nadal,Djokovic,False,first,topspin,backhand,7.39,-1.68,4.08,25.14,4906.4400000000005
558,131,193569,8,Djokovic,Nadal,False,first,topspin,forehand,3.61,25.14,6.5,-2.45,4907.68
559,131,193599,9,Nadal,Djokovic,False,first,topspin,forehand,2.66,-2.39,4.85,24.79,4908.88
560,131,193636,10,Djokovic,Nadal,False,first,stop,backhand,8.34,21.85,3.81,-1.89,4910.360000000001
561,131,193695,11,Nadal,Djokovic,False,first,stop,backhand,7.73,7.26,5.59,19.22,4912.72
562,131,193732,12,Djokovic,Nadal,False,first,slice,backhand,7.82,15.77,6.7,9.68,4914.200000000001
563,132,194562,1,Nadal,Djokovic,True,first,serve,forehand,5.42,-0.29,1.24,25.73,4947.400000000001
564,132,194579,2,Djokovic,Nadal,False,first,return,forehand,-0.73,25.26,5.65,1.29,4948.08
565,133,195116,1,Nadal,Djokovic,True,first,serve,forehand,4.12,-0.25,8.57,25.49,4969.56
566,134,195422,1,Nadal,Djokovic,True,second,serve,forehand,4.0,-0.32,8.33,23.44,4981.8
567,134,195442,2,Djokovic,Nadal,False,second,return,backhand,8.34,23.55,4.6,1.0,4982.6
568,134,195473,3,Nadal,Djokovic,False,second,topspin,forehand,4.63,-0.52,6.45,23.67,4983.84
569,134,195504,4,Djokovic,Nadal,False,second,topspin,forehand,1.49,26.09,5.72,-1.47,4985.08
570,134,195534,5,Nadal,Djokovic,False,second,topspin,backhand,8.32,-0.78,1.77,25.97,4986.280000000001
571,134,195564,6,Djokovic,Nadal,False,second,topspin,backhand,5.74,25.73,7.6,-0.08,4987.4800000000005
572,134,195592,7,Nadal,Djokovic,False,second,topspin,forehand,3.01,-0.97,5.76,25.97,4988.6
573,134,195628,8,Djokovic,Nadal,False,second,stop,backhand,9.35,24.22,3.1,-1.74,4990.04
574,134,195683,9,Nadal,Djokovic,False,second,topspin,backhand,6.48,6.85,6.5,17.35,4992.240000000001
575,134,195695,10,Djokovic,Nadal,False,second,volley,backhand,6.59,17.26,6.26,8.75,4992.72
576,134,195775,11,Nadal,Djokovic,False,second,topspin,forehand,4.24,1.98,4.97,16.92,4995.92
577,135,196632,1,Nadal,Djokovic,True,first,serve,forehand,5.47,-0.35,1.34,26.09,5030.200000000001
578,135,196650,2,Djokovic,Nadal,False,first,return,backhand,2.47,26.21,5.84,1.67,5030.92
579,135,196678,3,Nadal,Djokovic,False,first,topspin,forehand,7.34,0.68,3.93,24.79,5032.04
580,135,196715,4,Djokovic,Nadal,False,first,slice,forehand,0.57,23.33,7.98,-1.25,5033.52
581,135,196756,5,Nadal,Djokovic,False,first,topspin,forehand,8.16,1.18,2.61,26.45,5035.160000000001
582,135,196786,6,Djokovic,Nadal,False,first,topspin,backhand,7.06,26.69,6.88,2.09,5036.360000000001
583,135,196812,7,Nadal,,False,first,volley,forehand,4.84,5.99,,,5037.400000000001
584,136,197574,1,Nadal,Djokovic,True,first,serve,forehand,4.04,-0.39,8.54,25.73,5067.88
585,136,197593,2,Djokovic,Nadal,False,first,return,backhand,10.45,24.68,4.63,0.75,5068.64
586,137,199520,1,Djokovic,Nadal,True,first,serve,forehand,6.7,0.97,3.38,19.03,5145.72
587,138,199898,1,Djokovic,Nadal,True,first,serve,forehand,6.48,-0.19,0.91,27.07,5160.84
588,139,200237,1,Djokovic,Nadal,True,second,serve,forehand,6.05,-0.22,0.32,25.14,5174.400000000001
589,139,200258,2,Nadal,Djokovic,False,second,return,forehand,0.75,24.22,5.94,0.5,5175.240000000001
590,139,200285,3,Djokovic,Nadal,False,second,topspin,backhand,4.55,-0.15,1.78,24.33,5176.320000000001
591,139,200337,4,Nadal,Djokovic,False,second,topspin,forehand,8.12,24.45,4.13,-1.8,5178.400000000001
592,140,200922,1,Djokovic,Nadal,True,first,serve,forehand,4.4,-0.15,7.69,25.97,5201.8
593,141,201235,1,Djokovic,Nadal,True,second,serve,forehand,4.32,-0.15,7.67,24.91,5214.320000000001
594,141,201255,2,Nadal,Djokovic,False,second,return,backhand,5.97,23.89,4.41,0.29,5215.12
595,141,201281,3,Djokovic,Nadal,False,second,topspin,backhand,3.19,-0.25,4.86,24.22,5216.160000000001
596,141,201313,4,Nadal,Djokovic,False,second,topspin,backhand,4.12,26.94,4.29,-1.25,5217.4400000000005
597,142,201902,1,Djokovic,Nadal,True,first,serve,forehand,6.11,-0.19,0.27,26.33,5241.0
598,143,202183,1,Djokovic,Nadal,True,second,serve,forehand,5.95,-0.29,0.28,25.14,5252.240000000001
599,143,202205,2,Nadal,Djokovic,False,second,return,forehand,2.57,24.79,5.84,0.15,5253.12
600,144,202803,1,Djokovic,__undefined__,True,first,serve,forehand,4.26,-0.29,7.96,25.84,5277.04
601,145,203125,1,Djokovic,Nadal,True,first,serve,forehand,4.37,-0.35,7.94,25.84,5289.92
602,146,203388,1,Djokovic,Nadal,True,second,serve,forehand,4.44,-0.29,7.88,24.22,5300.4400000000005
603,146,203411,2,Nadal,Djokovic,False,first,return,forehand,9.17,23.77,4.36,-0.12,5301.360000000001
604,147,204489,1,Nadal,Djokovic,True,first,serve,forehand,4.07,23.77,8.39,-2.7,5344.4800000000005
605,147,204508,2,Djokovic,Nadal,False,first,slice,backhand,5.0,-1.22,3.8,22.37,5345.240000000001
606,148,205100,1,Nadal,Djokovic,True,first,serve,forehand,4.95,11.96,2.75,-0.68,5368.92
607,149,205405,1,Nadal,Djokovic,True,second,serve,forehand,6.39,12.58,3.33,-1.22,5381.12
608,149,205428,2,Djokovic,,False,second,return,forehand,2.23,-0.65,,,5382.04
609,150,206059,1,Nadal,Djokovic,True,first,serve,forehand,4.18,24.22,8.33,-1.86,5407.280000000001
610,151,206396,1,Nadal,Djokovic,True,second,serve,forehand,4.15,25.02,8.19,-0.35,5420.76
611,152,207072,1,Nadal,Djokovic,True,first,serve,forehand,5.53,23.89,1.08,-1.06,5447.8
612,152,207095,2,Djokovic,Nadal,False,first,return,backhand,-0.08,0.36,4.92,22.17,5448.72
613,152,207124,3,Nadal,Djokovic,False,first,topspin,backhand,2.9,22.17,2.08,0.19,5449.88
614,152,207158,4,Djokovic,Nadal,False,first,topspin,forehand,7.77,-0.22,3.22,24.56,5451.240000000001
615,152,207187,5,Nadal,Djokovic,False,first,topspin,backhand,0.73,24.22,6.94,-0.58,5452.400000000001
616,152,207234,6,Djokovic,Nadal,False,first,topspin,backhand,3.48,-0.35,2.57,25.49,5454.280000000001
617,152,207262,7,Nadal,Djokovic,False,first,topspin,backhand,3.64,25.97,4.38,-0.87,5455.400000000001
618,152,207298,8,Djokovic,Nadal,False,first,topspin,backhand,3.65,-0.08,4.77,26.57,5456.84
619,152,207330,9,Nadal,Djokovic,False,first,topspin,forehand,6.16,27.32,4.05,-1.44,5458.12
620,152,207365,10,Djokovic,Nadal,False,first,topspin,backhand,-0.06,-1.1,5.68,26.45,5459.52
621,152,207392,11,Nadal,,False,first,topspin,forehand,9.42,23.23,,,5460.6
622,153,208179,1,Nadal,Djokovic,True,first,serve,forehand,4.31,23.01,8.23,-2.13,5492.08
623,154,208512,1,Nadal,Djokovic,True,second,serve,forehand,4.33,23.01,7.95,-0.91,5505.400000000001
624,154,208537,2,Djokovic,Nadal,False,second,return,forehand,5.93,-0.25,4.04,21.96,5506.400000000001
625,154,208571,3,Nadal,Djokovic,False,second,topspin,forehand,6.14,23.12,4.1,-2.16,5507.76
626,154,208603,4,Djokovic,Nadal,False,second,topspin,forehand,7.79,-2.7,5.05,22.17,5509.04
627,154,208633,5,Nadal,Djokovic,False,first,slice,backhand,0.76,21.45,7.34,-2.33,5510.240000000001
628,154,208698,6,Djokovic,Nadal,False,second,topspin,forehand,2.4,1.37,4.64,23.89,5512.84
629,154,208727,7,Nadal,Djokovic,False,second,topspin,backhand,2.04,24.45,3.13,0.75,5514.0
630,154,208758,8,Djokovic,Nadal,False,second,topspin,forehand,6.28,-0.35,1.83,24.45,5515.240000000001
631,154,208796,9,Nadal,Djokovic,False,second,topspin,forehand,4.05,24.0,5.26,-2.16,5516.76
632,154,208825,10,Djokovic,Nadal,False,second,topspin,backhand,1.72,-0.97,5.07,23.23,5517.92
633,154,208854,11,Nadal,Djokovic,False,second,topspin,backhand,3.78,23.44,3.35,-1.0,5519.08
634,154,208892,12,Djokovic,Nadal,False,second,topspin,forehand,5.29,0.26,4.14,25.49,5520.6
635,154,208921,13,Nadal,Djokovic,False,second,topspin,backhand,1.22,25.73,5.51,-0.49,5521.76
636,154,208955,14,Djokovic,,False,second,topspin,backhand,2.58,-0.25,,,5523.12
637,154,208983,15,Nadal,Djokovic,False,second,topspin,backhand,3.43,25.97,3.4,-1.03,5524.240000000001
638,154,209012,16,Djokovic,Nadal,False,second,slice,forehand,8.71,-1.25,3.68,24.79,5525.400000000001
639,155,209949,1,Nadal,Djokovic,True,first,serve,forehand,5.97,24.11,1.27,-1.0,5562.88
640,155,209970,2,Djokovic,Nadal,False,first,return,backhand,-0.71,1.56,5.52,22.58,5563.72
641,155,210003,3,Nadal,Djokovic,False,first,topspin,forehand,6.21,23.67,1.72,0.15,5565.04
642,155,210036,4,Djokovic,Nadal,False,first,topspin,forehand,4.9,-1.06,4.99,25.37,5566.360000000001
643,155,210065,5,Nadal,Djokovic,False,first,topspin,forehand,7.47,25.73,4.62,-1.35,5567.52
644,155,210103,6,Djokovic,Nadal,False,first,topspin,backhand,2.61,1.44,6.43,27.07,5569.04
645,155,210137,7,Nadal,Djokovic,False,first,slice,backhand,1.22,27.19,4.49,0.5,5570.400000000001
646,155,210183,8,Djokovic,Djokovic,False,first,topspin,forehand,2.77,-0.45,3.63,26.94,5572.240000000001
647,155,210218,9,Nadal,Djokovic,False,first,topspin,forehand,8.91,28.08,3.11,-1.03,5573.64
648,155,210254,10,Djokovic,Nadal,False,first,stop,backhand,2.38,0.93,7.87,26.69,5575.08
649,155,210303,11,Nadal,Djokovic,False,first,slice,forehand,6.5,17.78,4.88,6.14,5577.04
650,156,214003,1,Djokovic,Nadal,True,first,serve,forehand,3.39,24.79,9.74,-3.09,5725.04
651,156,214027,2,Nadal,Djokovic,False,first,return,backhand,10.41,-1.95,2.83,22.37,5726.0
652,156,214060,3,Djokovic,Nadal,False,first,topspin,forehand,3.16,22.06,7.77,-1.59,5727.320000000001
653,156,214091,4,Nadal,Nadal,False,first,slice,backhand,5.69,-1.59,4.09,22.17,5728.56
654,156,214136,5,Djokovic,Nadal,False,first,topspin,forehand,6.67,20.36,4.53,-2.07,5730.360000000001
655,156,214163,6,Nadal,Djokovic,False,first,topspin,forehand,2.09,-1.25,7.05,22.17,5731.4400000000005
656,156,214192,7,Djokovic,Nadal,False,first,topspin,forehand,7.28,22.58,2.7,-1.5,5732.6
657,156,214227,8,Nadal,Djokovic,False,first,topspin,backhand,7.13,-0.29,5.36,24.0,5734.0
658,157,214881,1,Djokovic,Nadal,True,first,serve,forehand,5.17,27.32,1.88,-1.22,5760.160000000001
659,157,214900,2,Nadal,Djokovic,False,first,return,forehand,-0.56,1.07,5.24,25.97,5760.92
660,157,214944,3,Djokovic,Nadal,False,first,topspin,forehand,6.65,24.45,2.69,0.05,5762.68
661,158,215545,1,Djokovic,Nadal,True,first,serve,forehand,3.26,25.61,9.57,-2.25,5786.72
662,158,215568,2,Nadal,Djokovic,False,first,return,backhand,10.8,-0.94,3.27,23.45,5787.64
663,159,216216,1,Djokovic,,True,first,serve,forehand,6.1,22.69,,,5813.56
664,160,216543,1,Djokovic,,True,second,serve,forehand,6.07,29.0,,,5826.64
665,160,216569,2,Nadal,,False,second,return,backhand,6.97,-1.89,,,5827.68
666,160,216607,3,Djokovic,,False,second,topspin,forehand,1.29,17.18,,,5829.200000000001
667,161,217255,1,Djokovic,Nadal,True,first,serve,forehand,2.48,24.11,9.1,-1.86,5855.120000000001
668,161,217272,2,Nadal,Djokovic,False,first,return,backhand,10.75,-1.0,2.64,22.69,5855.8
669,161,217300,3,Djokovic,Nadal,False,first,topspin,forehand,1.61,22.48,8.72,-1.59,5856.92
670,161,217336,4,Nadal,Djokovic,False,first,topspin,forehand,2.98,-2.22,4.27,23.89,5858.360000000001
671,161,217368,5,Djokovic,Nadal,False,first,topspin,backhand,8.21,24.22,2.69,-1.83,5859.64
672,161,217405,6,Nadal,Djokovic,False,first,topspin,backhand,5.33,0.19,5.92,26.82,5861.120000000001
673,161,217432,7,Djokovic,,False,first,topspin,backhand,7.69,27.45,,,5862.200000000001
674,161,217464,8,Nadal,Djokovic,False,first,topspin,forehand,6.08,0.71,6.21,27.83,5863.4800000000005
675,161,217496,9,Djokovic,Nadal,False,first,topspin,forehand,1.88,27.95,6.14,0.29,5864.76
676,161,217526,10,Nadal,Djokovic,False,first,topspin,forehand,4.6,-0.19,3.78,29.27,5865.96
677,161,217560,11,Djokovic,Nadal,False,first,topspin,backhand,7.62,27.83,4.26,-0.78,5867.320000000001
678,162,218787,1,Nadal,Djokovic,True,first,serve,forehand,5.47,0.22,1.43,26.33,5916.400000000001
679,162,218804,2,Djokovic,Nadal,False,first,return,backhand,3.17,26.09,5.72,1.22,5917.08
680,162,218851,3,Nadal,Djokovic,False,first,topspin,forehand,2.04,0.5,5.28,26.21,5918.96
681,163,219370,1,Nadal,Djokovic,True,first,serve,forehand,4.1,0.02,8.31,25.37,5939.72
682,164,219959,1,Nadal,Djokovic,True,first,serve,forehand,5.43,-0.15,1.41,25.73,5963.280000000001
683,164,219977,2,Djokovic,Nadal,False,first,return,forehand,0.4,24.68,5.76,1.59,5964.0
684,165,220509,1,Nadal,Djokovic,True,first,serve,forehand,4.21,-0.22,8.38,25.49,5985.280000000001
685,165,220525,2,Djokovic,Nadal,False,first,return,forehand,6.99,25.02,4.8,1.48,5985.92
686,165,220548,3,Nadal,Djokovic,False,first,topspin,forehand,4.35,1.56,6.2,24.33,5986.84
687,166,221159,1,Nadal,Djokovic,True,first,serve,forehand,5.54,-0.22,2.72,25.49,6011.280000000001
688,167,221577,1,Nadal,Djokovic,True,first,serve,forehand,5.41,-0.15,1.5,25.02,6028.0
689,168,221868,1,Nadal,Djokovic,True,second,serve,forehand,5.42,0.02,1.44,23.89,6039.64
690,168,221888,2,Djokovic,Nadal,False,second,return,forehand,1.1,23.12,5.82,1.18,6040.4400000000005
691,168,221915,3,Nadal,Djokovic,False,second,topspin,forehand,4.31,0.22,1.28,23.44,6041.52
692,168,221948,4,Djokovic,Nadal,False,second,slice,backhand,8.37,24.45,4.6,0.86,6042.84
693,168,221978,5,Nadal,,False,second,volley,backhand,6.99,6.54,,,6044.04
694,169,224881,1,Djokovic,Nadal,True,first,serve,forehand,5.99,0.29,0.17,27.45,6160.160000000001
695,169,224900,2,Nadal,Djokovic,False,first,return,forehand,1.74,27.07,5.55,1.22,6160.92
696,169,224930,3,Djokovic,Nadal,False,first,topspin,backhand,4.02,1.18,3.69,27.07,6162.120000000001
697,169,224962,4,Nadal,__undefined__,False,first,topspin,forehand,6.21,27.83,4.51,-0.78,6163.400000000001
698,169,224999,5,Djokovic,Nadal,False,first,topspin,forehand,4.0,-0.32,4.89,26.94,6164.88
699,169,225029,6,Nadal,Djokovic,False,first,topspin,backhand,4.62,26.21,4.51,-0.71,6166.080000000001
700,169,225059,7,Djokovic,Nadal,False,first,topspin,backhand,2.9,-0.84,4.72,25.37,6167.280000000001
701,169,225088,8,Nadal,Djokovic,False,first,topspin,forehand,6.43,25.84,3.71,-1.5,6168.4400000000005
702,169,225121,9,Djokovic,Nadal,False,first,topspin,backhand,1.73,-1.03,5.32,25.49,6169.76
703,169,225152,10,Nadal,Djokovic,False,first,topspin,backhand,2.9,25.26,3.89,-0.84,6171.0
704,169,225183,11,Djokovic,Nadal,False,first,topspin,forehand,7.53,-0.62,3.03,25.97,6172.240000000001
705,169,225215,12,Nadal,Djokovic,False,first,topspin,forehand,7.75,27.45,5.83,-0.52,6173.52
706,169,225247,13,Djokovic,Nadal,False,first,topspin,forehand,5.89,0.02,7.8,26.45,6174.8
707,169,225280,14,Nadal,Djokovic,False,first,slice,forehand,6.91,25.14,4.98,0.4,6176.120000000001
708,169,225333,15,Djokovic,Nadal,False,first,topspin,forehand,1.6,-0.84,5.38,26.33,6178.240000000001
709,169,225365,16,Nadal,Djokovic,False,first,stop,forehand,7.09,24.68,2.45,-1.65,6179.52
710,170,226203,1,Djokovic,Nadal,True,first,serve,forehand,4.34,-0.15,7.84,26.94,6213.04
711,170,226223,2,Nadal,Djokovic,False,first,return,backhand,5.07,26.21,4.38,0.61,6213.84
712,170,226287,3,Djokovic,Nadal,False,first,topspin,forehand,2.26,-0.71,4.95,27.7,6216.400000000001
713,170,226315,4,Nadal,Djokovic,False,first,topspin,forehand,7.63,27.07,2.66,-0.91,6217.52
714,170,226350,5,Djokovic,Nadal,False,first,topspin,backhand,2.46,-0.19,6.29,26.09,6218.92
715,170,226382,6,Nadal,Djokovic,False,first,topspin,forehand,8.47,25.61,3.33,-0.65,6220.200000000001
716,170,226416,7,Djokovic,Nadal,False,first,topspin,backhand,1.13,-0.25,7.79,24.33,6221.56
717,171,227114,1,Djokovic,Nadal,True,first,serve,forehand,6.04,-0.08,0.2,26.82,6249.4800000000005
718,171,227136,2,Nadal,Djokovic,False,first,return,backhand,-1.26,25.84,6.07,0.86,6250.360000000001
719,171,227184,3,Djokovic,Nadal,False,first,topspin,backhand,2.87,5.99,2.91,25.84,6252.280000000001
720,171,227207,4,Nadal,Djokovic,False,first,topspin,forehand,7.92,24.45,4.26,6.9,6253.200000000001
721,172,227863,1,Djokovic,Nadal,True,first,serve,forehand,4.4,-0.19,7.82,26.94,6279.4400000000005
722,173,228246,1,Djokovic,Nadal,True,first,serve,forehand,4.39,0.05,7.69,26.45,6294.76
723,173,228266,2,Nadal,Djokovic,False,first,topspin,backhand,5.68,26.69,4.35,1.07,6295.56
724,173,228306,3,Djokovic,Nadal,False,first,topspin,forehand,2.57,0.68,5.12,27.45,6297.160000000001
725,173,228334,4,Nadal,Djokovic,False,first,topspin,forehand,8.0,26.69,3.16,-0.55,6298.280000000001
726,173,228365,5,Djokovic,Nadal,False,first,topspin,backhand,2.54,-0.45,6.42,26.57,6299.52
727,173,228396,6,Nadal,Djokovic,False,first,topspin,forehand,8.03,25.14,3.56,-1.1,6300.76
728,173,228431,7,Djokovic,Nadal,False,first,topspin,backhand,0.93,0.26,6.98,25.26,6302.160000000001
729,173,228459,8,Nadal,Djokovic,False,first,slice,backhand,2.83,25.37,2.28,0.05,6303.280000000001
730,173,228500,9,Djokovic,Nadal,False,first,topspin,backhand,4.33,1.82,4.2,25.37,6304.92
731,173,228529,10,Nadal,Djokovic,False,first,topspin,forehand,6.71,26.09,4.76,-0.55,6306.080000000001
732,173,228558,11,Djokovic,Nadal,False,first,topspin,backhand,2.34,-0.65,6.12,25.73,6307.240000000001
733,174,229364,1,Djokovic,Nadal,True,first,serve,forehand,6.03,-0.42,0.23,26.57,6339.4800000000005
734,174,229386,2,Nadal,Djokovic,False,first,return,backhand,-1.16,25.02,6.04,0.57,6340.360000000001
735,174,229420,3,Djokovic,Nadal,False,first,topspin,forehand,5.62,-0.94,1.5,25.97,6341.72
736,175,230231,1,Djokovic,Nadal,True,first,serve,forehand,4.34,-0.45,7.98,27.32,6374.160000000001
737,175,230252,2,Nadal,,False,first,return,backhand,5.23,26.82,,,6375.0
738,175,230307,3,Djokovic,Nadal,False,first,topspin,forehand,3.48,-0.81,4.74,25.61,6377.200000000001
739,175,230337,4,Nadal,Djokovic,False,first,topspin,forehand,8.23,26.57,3.55,-1.28,6378.400000000001
740,175,230401,5,Nadal,Djokovic,False,first,topspin,forehand,8.82,24.91,2.02,0.4,6380.96
741,175,230430,6,Djokovic,Nadal,False,first,topspin,backhand,1.83,0.4,7.84,24.68,6382.120000000001
742,175,230460,7,Nadal,Djokovic,False,first,topspin,forehand,6.54,24.91,2.82,-0.94,6383.320000000001
743,175,230490,8,Djokovic,Nadal,False,first,topspin,forehand,6.26,-1.86,4.62,25.26,6384.52
744,175,230520,9,Nadal,Djokovic,False,first,topspin,backhand,2.55,23.23,5.74,-2.07,6385.72
745,176,231285,1,Djokovic,Nadal,True,first,serve,forehand,5.94,-0.39,0.07,26.69,6416.320000000001
746,176,231309,2,Nadal,Djokovic,False,first,return,backhand,-2.02,25.73,5.86,0.47,6417.280000000001
747,176,231353,3,Djokovic,Nadal,False,first,topspin,backhand,3.4,2.21,2.11,25.97,6419.04
748,176,231389,4,Nadal,Djokovic,False,first,slice,backhand,1.26,26.33,4.45,0.33,6420.4800000000005
749,176,231437,5,Djokovic,Nadal,False,first,topspin,forehand,3.74,0.61,4.28,26.57,6422.400000000001
750,176,231468,6,Nadal,Djokovic,False,first,topspin,backhand,1.78,26.45,4.59,-0.45,6423.64
751,176,231498,7,Djokovic,Nadal,False,first,topspin,forehand,8.48,-0.84,1.69,24.79,6424.84
752,176,231527,8,Nadal,,False,first,topspin,forehand,1.8,22.9,,,6426.0
753,177,231582,1,Djokovic,Nadal,False,first,topspin,forehand,6.68,4.85,3.4,24.11,6428.200000000001
754,177,231604,2,Nadal,Djokovic,False,first,slice,backhand,1.04,24.91,5.56,7.0,6429.080000000001
755,178,232453,1,Djokovic,Nadal,True,first,serve,forehand,4.32,-0.15,7.76,27.19,6463.04
756,178,232471,2,Nadal,Djokovic,False,first,return,forehand,9.35,26.21,4.44,0.78,6463.76
757,178,232513,3,Djokovic,Nadal,False,first,topspin,forehand,3.23,2.21,7.21,25.37,6465.4400000000005
758,179,233698,1,Nadal,Djokovic,True,first,serve,forehand,4.19,23.89,8.23,-1.71,6512.84
759,179,233718,2,Djokovic,Nadal,False,first,return,backhand,6.96,-1.03,3.7,23.55,6513.64
760,179,233753,3,Nadal,Djokovic,False,first,topspin,forehand,5.77,24.22,5.3,-1.62,6515.04
761,179,233785,4,Djokovic,Nadal,False,first,topspin,backhand,2.98,-0.45,5.21,26.33,6516.320000000001
762,180,234445,1,Nadal,Djokovic,True,first,serve,forehand,5.26,24.56,1.01,-0.71,6542.72
763,181,235269,1,Nadal,Djokovic,True,first,serve,forehand,4.02,24.45,8.3,-2.16,6575.68
764,182,235584,1,Nadal,Djokovic,True,second,serve,forehand,4.14,24.45,8.12,-0.32,6588.280000000001
765,182,235603,2,Djokovic,Nadal,False,second,topspin,forehand,8.48,0.19,3.67,23.12,6589.04
766,183,236231,1,Nadal,Djokovic,True,first,serve,forehand,5.38,24.68,1.07,-0.68,6614.160000000001
